band;album;song;source;word;count
Die Toten Hosen;Auswärtsspiel;Nur zu Besuch;static;ass;7
Die Toten Hosen;Auswärtsspiel;Schlampe (nachher);static;ass;1
Die Toten Hosen;Auswärtsspiel;Schwimmen;static;ass;2
Die Toten Hosen;Auswärtsspiel;Steh auf, wenn du am Boden bist;static;ass;1
Die Toten Hosen;Auswärtsspiel;Tier;static;ass;2
Die Toten Hosen;Auswärtsspiel;Tier;static;dick;1
Die Toten Hosen;Auswärtsspiel;Was zählt;static;ass;3
Die Toten Hosen;Ballast der Republik;Alles hat seinen Grund;static;ass;1
Die Toten Hosen;Ballast der Republik;Altes Fieber;static;ass;3
Die Toten Hosen;Ballast der Republik;Ballast der Republik;static;ass;2
Die Toten Hosen;Ballast der Republik;Das ist der Moment;static;ass;1
Die Toten Hosen;Ballast der Republik;Draußen vor der Tür;static;ass;4
Die Toten Hosen;Ballast der Republik;Drei Worte;static;ass;1
Die Toten Hosen;Ballast der Republik;Drei Worte;llm;verdammt;
Die Toten Hosen;Ballast der Republik;Europa;static;ass;3
Die Toten Hosen;Ballast der Republik;Reiß dich los;static;ass;2
Die Toten Hosen;Ballast der Republik;Schade, wie kann das passieren?;static;ass;4
Die Toten Hosen;Ballast der Republik;Schade, wie kann das passieren?;llm;shit;
Die Toten Hosen;Ballast der Republik;Tage wie diese;static;ass;3
Die Toten Hosen;Ballast der Republik;Traurig einen Sommer lang;static;ass;3
Die Toten Hosen;Ballast der Republik;Vogelfrei;static;ass;1
Die Toten Hosen;Ballast der Republik;Zwei Drittel Liebe;static;ass;2
Die Toten Hosen;Crash Landing;Beautiful Day;static;ass;1
Die Toten Hosen;Crash Landing;Big Bad Wolf;static;pic;1
Die Toten Hosen;Crash Landing;Bonnie & Clyde;static;dick;1
Die Toten Hosen;Crash Landing;Bonnie & Clyde;llm;Arsch;
Die Toten Hosen;Crash Landing;Bonnie & Clyde;llm;Bullen;
Die Toten Hosen;Crash Landing;Disneyland;static;ass;1
Die Toten Hosen;Crash Landing;Disneyland;static;fuck;1
Die Toten Hosen;Crash Landing;Disneyland;llm;fucked;
Die Toten Hosen;Crash Landing;I Am the Walrus;llm;fuck;
Die Toten Hosen;Crash Landing;I Am the Walrus;llm;shit;
Die Toten Hosen;Crash Landing;I Am the Walrus;llm;bloody;
Die Toten Hosen;Crash Landing;Man;static;ass;1
Die Toten Hosen;Crash Landing;No Escape;static;fuck;1
Die Toten Hosen;Crash Landing;No Escape;static;hell;1
Die Toten Hosen;Crash Landing;No Escape;llm;fuck;
Die Toten Hosen;Crash Landing;The Product;static;pic;1
Die Toten Hosen;Crash Landing;Viva la Revolution;static;ass;2
Die Toten Hosen;Crash Landing;Viva la Revolution;llm;Scheisshaustür;
Die Toten Hosen;Damenwahl;Das Altbierlied;static;ass;3
Die Toten Hosen;Damenwahl;Ehrenmann;llm;arschloch;
Die Toten Hosen;Damenwahl;Schwarzwaldklinik;static;ass;1
Die Toten Hosen;Damenwahl;Schwarzwaldklinik;llm;damn;
Die Toten Hosen;Damenwahl;Schwarzwaldklinik;llm;hell;
Die Toten Hosen;Damenwahl;Spielzeugland;static;pic;1
Die Toten Hosen;Damenwahl;Verflucht, verdammt, gebrandmarkt;static;ass;3
Die Toten Hosen;Damenwahl;Verflucht, verdammt, gebrandmarkt;llm;damn;
Die Toten Hosen;Damenwahl;Verflucht, verdammt, gebrandmarkt;llm;hell;
Die Toten Hosen;Damenwahl;Verschwende deine Zeit;static;ass;1
Die Toten Hosen;Damenwahl;Wort zum Sonntag;static;ass;1
Die Toten Hosen;Damenwahl;Wort zum Sonntag;static;piss;1
Die Toten Hosen;Damenwahl;Wort zum Sonntag;llm;scheißegal;
Die Toten Hosen;Ein kleines bisschen Horrorschau;1000 gute Gründe;static;ass;1
Die Toten Hosen;Ein kleines bisschen Horrorschau;Bye, Bye Alex;static;ass;1
Die Toten Hosen;Ein kleines bisschen Horrorschau;Die Farbe Grau;static;ass;1
Die Toten Hosen;Ein kleines bisschen Horrorschau;Mehr davon;static;ass;3
Die Toten Hosen;Ein kleines bisschen Horrorschau;Musterbeispiel;static;ass;1
Die Toten Hosen;Ein kleines bisschen Horrorschau;Testbild;static;ass;5
Die Toten Hosen;Ein kleines bisschen Horrorschau;Zahltag;static;ass;2
Die Toten Hosen;In aller Stille;Angst;static;ass;2
Die Toten Hosen;In aller Stille;Auflösen;static;ass;3
Die Toten Hosen;In aller Stille;Die letzte Schlacht;static;ass;5
Die Toten Hosen;In aller Stille;Ertrinken;static;ass;1
Die Toten Hosen;In aller Stille;Innen Alles Neu - Wie Alles Anfing...;static;ass;32
Die Toten Hosen;In aller Stille;Innen Alles Neu - Wie Alles Anfing...;static;hell;2
Die Toten Hosen;In aller Stille;Innen alles neu;static;fuck;1
Die Toten Hosen;In aller Stille;Innen alles neu;static;ass;1
Die Toten Hosen;In aller Stille;Innen alles neu;llm;abgefuckt;
Die Toten Hosen;In aller Stille;Innen alles neu;llm;scheiße;
Die Toten Hosen;In aller Stille;Innen alles neu;llm;verdammt;
Die Toten Hosen;In aller Stille;Leben ist tödlich;static;ass;3
Die Toten Hosen;In aller Stille;Pessimist;static;ass;4
Die Toten Hosen;In aller Stille;Pessimist;static;pic;1
Die Toten Hosen;In aller Stille;Strom (Video);static;ass;32
Die Toten Hosen;In aller Stille;Strom (Video);static;fuck;2
Die Toten Hosen;In aller Stille;Strom (Video);static;piss;4
Die Toten Hosen;In aller Stille;Strom (Video);static;shit;4
Die Toten Hosen;In aller Stille;Strom (Video);static;bitch;2
Die Toten Hosen;In aller Stille;Strom (Video);static;bastard;3
Die Toten Hosen;In aller Stille;Strom (Video);static;hell;1
Die Toten Hosen;In aller Stille;Strom (Video);static;dick;1
Die Toten Hosen;In aller Stille;Strom (Video);llm;fuck;
Die Toten Hosen;In aller Stille;Strom (Video);llm;shit;
Die Toten Hosen;In aller Stille;Strom (Video);llm;bitch;
Die Toten Hosen;In aller Stille;Strom (Video);llm;asshole;
Die Toten Hosen;In aller Stille;Strom (Video);llm;bastard;
Die Toten Hosen;In aller Stille;Strom (Video);llm;damn;
Die Toten Hosen;In aller Stille;Strom (Video);llm;hell;
Die Toten Hosen;In aller Stille;Strom (Video);llm;crap;
Die Toten Hosen;In aller Stille;Strom (Video);llm;cunt;
Die Toten Hosen;In aller Stille;Strom (Video);llm;motherfucker;
Die Toten Hosen;In aller Stille;Tauschen gegen dich;static;ass;5
Die Toten Hosen;In aller Stille;Teil von mir;static;hell;1
Die Toten Hosen;In aller Stille;Wir bleiben stumm;static;ass;1
Die Toten Hosen;In aller Stille;Wir bleiben stumm;llm;verdammtes;
Die Toten Hosen;Kauf MICH!;Alles aus Liebe;static;ass;4
Die Toten Hosen;Kauf MICH!;Drunter, drauf & drüber;static;ass;2
Die Toten Hosen;Kauf MICH!;Gewissen;static;ass;2
Die Toten Hosen;Kauf MICH!;Hot‐Clip‐Video‐Club;llm;fuck;
Die Toten Hosen;Kauf MICH!;Hot‐Clip‐Video‐Club;llm;shit;
Die Toten Hosen;Kauf MICH!;Kauf MICH!;static;ass;1
Die Toten Hosen;Kauf MICH!;Niemals einer Meinung;static;ass;3
Die Toten Hosen;Kauf MICH!;Rambo‐Dance;static;ass;1
Die Toten Hosen;Kauf MICH!;Sascha … ein aufrechter Deutscher;static;ass;1
Die Toten Hosen;Kauf MICH!;Sascha … ein aufrechter Deutscher;llm;damn;
Die Toten Hosen;Kauf MICH!;Sascha … ein aufrechter Deutscher;llm;hell;
Die Toten Hosen;Kauf MICH!;Willkommen in Deutschland;static;ass;8
Die Toten Hosen;Kauf MICH!;Wünsch DIR was;static;ass;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Angst;static;ass;2
Die Toten Hosen;La hermandad: En el principio fue el ruido;Die letzte Schlacht;static;ass;5
Die Toten Hosen;La hermandad: En el principio fue el ruido;Freunde (remix);static;ass;32
Die Toten Hosen;La hermandad: En el principio fue el ruido;Freunde (remix);static;hell;2
Die Toten Hosen;La hermandad: En el principio fue el ruido;Freunde (remix);llm;fuck;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Freunde (remix);llm;shit;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);static;ass;24
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);static;piss;2
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);static;bitch;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);static;fuck;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);static;pic;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;fuck;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;shit;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;bitch;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;asshole;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;bastard;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;damn;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;hell;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;crap;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);llm;motherfucker;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Innen alles neu;static;fuck;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Innen alles neu;static;ass;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Innen alles neu;llm;abgefuckt;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Innen alles neu;llm;scheiße;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Innen alles neu;llm;verdammt;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Leben ist tödlich;static;ass;3
Die Toten Hosen;La hermandad: En el principio fue el ruido;Pessimist;static;ass;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Pessimist;static;pic;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Teil von mir;static;hell;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Uno, dos ultraviolento;llm;fuck;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);static;ass;24
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);static;piss;2
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);static;bitch;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);static;fuck;4
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);static;pic;1
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;fuck;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;shit;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;bitch;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;asshole;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;damn;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;hell;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;crap;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;cunt;
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);llm;motherfucker;
Die Toten Hosen;Laune der Natur;Alles passiert;static;ass;10
Die Toten Hosen;Laune der Natur;Die Schöne und das Biest;static;ass;4
Die Toten Hosen;Laune der Natur;Eine Handvoll Erde;static;ass;2
Die Toten Hosen;Laune der Natur;Geisterhaus;static;ass;2
Die Toten Hosen;Laune der Natur;ICE nach Düsseldorf;static;ass;1
Die Toten Hosen;Laune der Natur;Lass los;static;ass;8
Die Toten Hosen;Laune der Natur;Laune der Natur;static;ass;3
Die Toten Hosen;Laune der Natur;Laune der Natur;llm;verdammt;
Die Toten Hosen;Laune der Natur;Pop & Politik;static;ass;1
Die Toten Hosen;Laune der Natur;Pop & Politik;llm;fresse;
Die Toten Hosen;Laune der Natur;Unter den Wolken;static;ass;1
Die Toten Hosen;Laune der Natur;Urknall;static;ass;4
Die Toten Hosen;Laune der Natur;Wannsee;static;ass;3
Die Toten Hosen;Laune der Natur;Wannsee;static;pic;1
Die Toten Hosen;Laune der Natur;Wie viele Jahre (Hasta La Muerte);static;ass;1
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);static;piss;1
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);static;shit;1
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);static;fuck;1
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);static;pic;2
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);llm;fuck;
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);llm;shit;
Die Toten Hosen;Learning English: Lesson 1;Dirty Pictures;static;pic;18
Die Toten Hosen;Learning English: Lesson 1;Dirty Pictures;llm;fuck;
Die Toten Hosen;Learning English: Lesson 1;Do You Remember;static;hell;1
Die Toten Hosen;Learning English: Lesson 1;Do You Remember;static;fuck;1
Die Toten Hosen;Learning English: Lesson 1;Do You Remember;llm;fucking;
Die Toten Hosen;Learning English: Lesson 1;Goodbye From Janet & John;static;fuck;1
Die Toten Hosen;Learning English: Lesson 1;Goodbye From Janet & John;llm;fuck;
Die Toten Hosen;Learning English: Lesson 1;If the Kids Are United;static;hell;2
Die Toten Hosen;Learning English: Lesson 1;Nasty, Nasty;static;hell;2
Die Toten Hosen;Learning English: Lesson 1;Nasty, Nasty;llm;hell;
Die Toten Hosen;Learning English: Lesson 1;Right to Work;static;piss;1
Die Toten Hosen;Learning English: Lesson 1;Step Five;static;ass;1
Die Toten Hosen;Learning English: Lesson 1;Step Four;static;pic;1
Die Toten Hosen;Learning English: Lesson 1;Step Three;static;pic;1
Die Toten Hosen;Learning English: Lesson 1;Whole Wide World;static;pic;4
Die Toten Hosen;Learning English: Lesson 2;Janet and John Say Goodbye;static;fuck;1
Die Toten Hosen;Learning English: Lesson 2;Janet and John Say Goodbye;llm;fuck;
Die Toten Hosen;Learning English: Lesson 2;Step 3: How about a Knuckle-Sandwich?;llm;fuck;
Die Toten Hosen;Learning English: Lesson 2;Step 3: How about a Knuckle-Sandwich?;llm;shit;
Die Toten Hosen;Learning English: Lesson 2;Viva La Revolution (mit Monkey & Pete);static;pic;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Babylon's Burning;static;ass;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);No One Is Innocent;llm;shit;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);No One Is Innocent;llm;hell;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;bitch;3
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;ass;19
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;hell;22
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;damn;7
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;crap;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;pic;17
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;static;sra;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;fuck;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;shit;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;damn;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;hell;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;crap;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;llm;asshole;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Runaway Train Driver;llm;son of a gun;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Runaway Train Driver;llm;damn;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;ass;61
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;bastard;3
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;hell;2
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;damn;2
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;bitch;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;crap;2
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;shit;2
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;static;pic;14
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;llm;fuck;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;llm;shit;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;llm;bastard;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;llm;damn;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;llm;hell;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;static;ass;5
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;static;bastard;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;static;hell;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;static;bitch;2
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;llm;bitchery;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;static;ass;14
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;static;pic;1
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;llm;damn;
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;llm;hell;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;llm;bitch;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;llm;bastard;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;llm;asshole;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;llm;shit;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Halbstark;static;ass;2
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Im Wagen vor mir;static;ass;1
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Itsy Bitsy Teenie Weenie Honolulu‐Strand‐Bikini;static;ass;2
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Medley (Cinderella Baby / Tiroler Hut / Der Fahrstuhl nach oben ist besetzt / Schöne Maid / Mama / Adelheid / Da sprach der alte Häuptling / Schön ist es auf der Welt zu sein);static;ass;1
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Mein Hobby sind die Girls;static;ass;1
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Und sowas nennst Du Liebe;static;ass;2
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Und sowas nennst Du Liebe;llm;mieser;
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Wenn Du mal allein bist;static;ass;1
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Wir;static;ass;3
Die Toten Hosen;Opel-Gang;Allein vor deinem Haus oder dein Vater der Boxer;static;ass;1
Die Toten Hosen;Opel-Gang;Geld;static;ass;1
Die Toten Hosen;Opel-Gang;Hofgarten;static;ass;1
Die Toten Hosen;Opel-Gang;Hofgarten;llm;fuck;
Die Toten Hosen;Opel-Gang;Kontakthof;llm;fuck;
Die Toten Hosen;Opel-Gang;Willi muß ins Heim;static;piss;1
Die Toten Hosen;Opium fürs Volk;Bonnie & Clyde;static;dick;1
Die Toten Hosen;Opium fürs Volk;Bonnie & Clyde;llm;Arsch;
Die Toten Hosen;Opium fürs Volk;Bonnie & Clyde;llm;Bullen;
Die Toten Hosen;Opium fürs Volk;Böser Wolf;static;ass;5
Die Toten Hosen;Opium fürs Volk;Lügen;static;ass;13
Die Toten Hosen;Opium fürs Volk;Mensch;static;ass;8
Die Toten Hosen;Opium fürs Volk;Nichts bleibt für die Ewigkeit;static;ass;1
Die Toten Hosen;Opium fürs Volk;Nichts bleibt für die Ewigkeit;static;hell;1
Die Toten Hosen;Opium fürs Volk;Nichts bleibt für die Ewigkeit;llm;Arsch;
Die Toten Hosen;Opium fürs Volk;Nichts bleibt für die Ewigkeit;llm;scheiße;
Die Toten Hosen;Opium fürs Volk;Paradies;static;ass;2
Die Toten Hosen;Opium fürs Volk;Seelentherapie;static;ass;2
Die Toten Hosen;Opium fürs Volk;Und wir leben;static;ass;1
Die Toten Hosen;Opium fürs Volk;Viva la Revolution;static;ass;2
Die Toten Hosen;Opium fürs Volk;Viva la Revolution;llm;shit;
Die Toten Hosen;Opium fürs Volk;XTC;static;ass;1
Die Toten Hosen;Opium fürs Volk;Zehn kleine Jägermeister;static;ass;3
Die Toten Hosen;Opium fürs Volk;Zehn kleine Jägermeister;llm;damn;
Die Toten Hosen;Unsterblich;Alles wie immer;static;ass;4
Die Toten Hosen;Unsterblich;Bayern;static;ass;2
Die Toten Hosen;Unsterblich;Bayern;llm;Scheißverein;
Die Toten Hosen;Unsterblich;Bayern;llm;Scheiß;
