band;album;song;substance
Crass;Stations of the Crass;Punk Is Dead (live);pills
Crass;Stations of the Crass;Punk Is Dead (live);alcohol
Crass;Stations of the Crass;Shaved Women (live);alcohol
Crass;Stations of the Crass;Shaved Women (live);wine
Crass;Stations of the Crass;System;alcohol
Crass;Stations of the Crass;They've Got a Bomb (live);alcohol
Crass;Stations of the Crass;They've Got a Bomb (live);weed
Crass;Stations of the Crass;Tired;weed
Crass;The Feeding of the 5000: The Second Sitting;General Bacardi;alcohol
Crass;Yes Sir, I Will;Yes Sir, I Will;weed
Crass;Yes Sir, I Will;Yes Sir, I Will;alcohol
Crass;Yes Sir, I Will;Yes Sir, I Will;cigarettes
Crass;Yes Sir, I Will;Yes Sir, I Will;pills
Crass;Yes Sir, I Will;Yes Sir, I Will;Valium
Dead Kennedys;Bedtime for Democracy;Gone With My Wind;alcohol
Dead Kennedys;Bedtime for Democracy;Ozzy Record;alcohol
Dead Kennedys;Bedtime for Democracy;Potshot Heard 'round the World;heroin
Dead Kennedys;Bedtime for Democracy;Take This Job and Shove It / Hop With the Jet Set;cocaine
Dead Kennedys;Bedtime for Democracy;Take This Job and Shove It / Hop With the Jet Set;alcohol
Dead Kennedys;Bedtime for Democracy;Take This Job and Shove It / Hop With the Jet Set;weed
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;alcohol
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;weed
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;marijuana
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;cocaine
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;heroin
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;pills
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;nicotine
Dead Kennedys;Bedtime for Democracy;The Great Wall / Shrink;cigarettes
Dead Kennedys;Bedtime for Democracy;Triumph of the Swill;alcohol
Dead Kennedys;Frankenchrist;A Growing Boy Needs His Lunch;alcohol
Dead Kennedys;Frankenchrist;Goons of Hazzard;alcohol
Dead Kennedys;Frankenchrist;Goons of Hazzard;weed
Dead Kennedys;Frankenchrist;Hellnation;alcohol
Dead Kennedys;Frankenchrist;Hellnation;weed
Dead Kennedys;Frankenchrist;Hellnation;heroin
Dead Kennedys;Frankenchrist;Hellnation;meth
Dead Kennedys;Frankenchrist;Jock-O-Rama (Invasion of the Beef Patrol);alcohol
Dead Kennedys;Frankenchrist;Jock-O-Rama (Invasion of the Beef Patrol);beer
Dead Kennedys;Frankenchrist;MTV - Get Off the Air;weed
Dead Kennedys;Frankenchrist;MTV - Get Off the Air;alcohol
Dead Kennedys;Frankenchrist;MTV - Get Off the Air;pills
Dead Kennedys;Frankenchrist;Soup Is Good Food;alcohol
Dead Kennedys;Frankenchrist;Stars and Stripes of Corruption;alcohol
Dead Kennedys;Frankenchrist;Stars and Stripes of Corruption;weed
Dead Kennedys;Fresh Fruit for Rotting Vegetables;California über alles;weed
Dead Kennedys;Fresh Fruit for Rotting Vegetables;California über alles;marijuana
Dead Kennedys;Fresh Fruit for Rotting Vegetables;California über alles;alcohol
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Drug Me;alcohol
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Drug Me;pills
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Drug Me;weed
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Kill the Poor;alcohol
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Viva Las Vegas;alcohol
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Viva Las Vegas;weed
Dead Kennedys;Fresh Fruit for Rotting Vegetables;Viva Las Vegas;cocaine
Dead Kennedys;Fresh Fruit for Rotting Vegetables;When Ya Get Drafted;beer
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;California über alles;weed
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;California über alles;marijuana
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Cold Fish;alcohol
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Cold Fish;drugs
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Dreadlocks of the Suburbs;weed
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Dreadlocks of the Suburbs;alcohol
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Kidnap;alcohol
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Kill the Poor;beer
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Kill the Poor;alcohol
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Mutations of Today;pills
Dead Kennedys;Iguana Studios Rehearsal Tape: San Francisco 1978;Mutations of Today;alcohol
Dead Kennedys;Plastic Surgery Disasters;Buzzbomb;alcohol
Dead Kennedys;Plastic Surgery Disasters;Forest Fire;alcohol
Dead Kennedys;Plastic Surgery Disasters;Forest Fire;weed
Dead Kennedys;Plastic Surgery Disasters;Forest Fire;cocaine
Dead Kennedys;Plastic Surgery Disasters;Halloween;alcohol
Dead Kennedys;Plastic Surgery Disasters;I Am the Owl;LSD
Dead Kennedys;Plastic Surgery Disasters;I Am the Owl;weed
Dead Kennedys;Plastic Surgery Disasters;Terminal Preppie;alcohol
Dead Kennedys;Plastic Surgery Disasters;Terminal Preppie;beer
Dead Kennedys;Plastic Surgery Disasters;Well Paid Scientist;alcohol
Dead Kennedys;Plastic Surgery Disasters;Well Paid Scientist;scotch
Dead Moon;Crack in the System;Poor Born;alcohol
Dead Moon;Crack in the System;Poor Born;smoking
Dead Moon;Crack in the System;The Dead Line;beer
Dead Moon;Crack in the System;The Dead Line;cigarettes
Dead Moon;Defiance;Dagger Moon;needle
Dead Moon;Defiance;Walking on My Grave;alcohol
Dead Moon;Defiance;Walking on My Grave;weed
Dead Moon;Destination X;Bad Case;alcohol
Dead Moon;Destination X;Down to the Dogs;alcohol
Dead Moon;Destination X;It's a Long Way to the Top;alcohol
Dead Moon;Destination X;Last Train;cigarettes
Dead Moon;In the Graveyard;Graveyard;whiskey
Dead Moon;In the Graveyard;Graveyard;pills
Dead Moon;In the Graveyard;I Hate the Blues;alcohol
Dead Moon;Nervous Sooner Changes;Psychodelic Nightmare;weed
Dead Moon;Stranded in the Mystery Zone;A Fix on You;drugs
Dead Moon;Stranded in the Mystery Zone;Pain for Pretty;cigarettes
Dead Moon;Stranded in the Mystery Zone;Pain for Pretty;alcohol
Dead Moon;Strange Pray Tell;Destination X;heroin
Dead Moon;Strange Pray Tell;Fire in the Western World;weed
Dead Moon;Strange Pray Tell;Fire in the Western World;alcohol
Dead Moon;Strange Pray Tell;Going South;whiskey
Dead Moon;Unknown Passage;Demona;drugs
DEVO;Duty Now for the Future;Red Eye;alcohol
DEVO;Freedom of Choice;Mr. B’s Ballroom;beer
DEVO;Freedom of Choice;Planet Earth;alcohol
DEVO;Oh, No! It's DEVO;Speed Racer;alcohol
DEVO;Q: Are We Not Men? A: We Are Devo!;Satisfaction (I Can’t Get Me No);cigarettes
DEVO;Smooth Noodle Maps;Jimmy;beer
DEVO;Something Else for Everybody;On the Inside;alcohol
DEVO;Something for Everybody;Later Is Now;alcohol
DEVO;Something for Everybody;Step Up;wine
Die Ärzte;13;Der Graf;alcohol
Die Ärzte;13;Der Infant;alcohol
Die Ärzte;13;Goldenes Handwerk;alcohol
Die Ärzte;13;Männer sind Schweine;beer
Die Ärzte;13;Party stinkt;beer
Die Ärzte;13;Party stinkt;martini
Die Ärzte;13;Punk ist …;alcohol
Die Ärzte;13;Punk ist …;besoff'n
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Biergourmet;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Elektrobier;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Hass auf Bier;beer
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Ich bin ein Punk;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Kein Problem;beer
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Killing Joke;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;beer
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Studentenmädchen;alcohol
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;beer
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;wine
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;weed
Die Ärzte;auch;Ist das noch Punkrock?;beer
Die Ärzte;auch;Tamagotchi;drugs
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;alcohol
Die Ärzte;Das ist nicht die ganze Wahrheit…;Popstar;alcohol
Die Ärzte;Das ist nicht die ganze Wahrheit…;Popstar;wine
Die Ärzte;Das ist nicht die ganze Wahrheit…;Siegerin;alcohol
Die Ärzte;Das ist nicht die ganze Wahrheit…;Wilde Welt;alcohol
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;alcohol
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;beer
Die Ärzte;Debil;El Cattivo;alcohol
Die Ärzte;Die Ärzte;Alleine in der Nacht;whiskey
Die Ärzte;Die Ärzte;Alleine in der Nacht;beer
Die Ärzte;Die Ärzte;Ich bin reich;alcohol
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;alcohol
Die Ärzte;Die Bestie in Menschengestalt;Lieber Tee;weed
Die Ärzte;Die Bestie in Menschengestalt;Lieber Tee;marijuana
Die Ärzte;Die Bestie in Menschengestalt;Lieber Tee;alcohol
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;cigarettes
Die Ärzte;Die Bestie in Menschengestalt;Wenn es Abend wird;alcohol
Die Ärzte;Dunkel;Doof;pills
Die Ärzte;Dunkel;Einschlag;alcohol
Die Ärzte;Geräusch;Als ich den Punk erfand ...;beer
Die Ärzte;Geräusch;Als ich den Punk erfand ...;alcohol
Die Ärzte;Geräusch;Die Nacht;wine
Die Ärzte;Geräusch;Geisterhaus;alcohol
Die Ärzte;Geräusch;Jag älskar Sverige!;alcohol
Die Ärzte;Hell;Achtung: Bielefeld;alcohol
Die Ärzte;Hell;Alle auf Brille;alcohol
Die Ärzte;Hell;Einmal ein Bier;alcohol
Die Ärzte;Hell;Ich, am Strand;weed
Die Ärzte;Hell;Ich, am Strand;nicotine
Die Ärzte;Hell;Ich, am Strand;alcohol
Die Ärzte;Hell;Morgens pauken;alcohol
Die Ärzte;Hell;Morgens pauken;weed
Die Ärzte;Hell;Thor;alcohol
Die Ärzte;Hell;Thor;cigarettes
Die Ärzte;Hell;True Romance;alcohol
Die Ärzte;Im Schatten der Ärzte;Die Antwort bist Du;alcohol
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);alcohol
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);beer
Die Ärzte;Jazz ist anders (Economy);Brei;pills
Die Ärzte;Jazz ist anders (Economy);Brei;alcohol
Die Ärzte;Jazz ist anders (Economy);Himmelbett;weed
Die Ärzte;Jazz ist anders (Economy);Nur einen Gruss;alcohol
Die Ärzte;Le Frisur;Motherfucker 666;alcohol
Die Ärzte;Le Frisur;Motherfucker 666;weed
Die Ärzte;Le Frisur;Motherfucker 666;marijuana
Die Ärzte;Le Frisur;Motherfucker 666;cocaine
Die Ärzte;Le Frisur;Motherfucker 666;heroin
Die Ärzte;Le Frisur;Motherfucker 666;pills
Die Ärzte;Nummus cecidit;Abends Billy;alcohol
Die Ärzte;Nummus cecidit;Abends Skanken;alcohol
Die Ärzte;Nummus cecidit;Achtung Billyfeld;beer
Die Ärzte;Nummus cecidit;Achtung Billyfeld;weed
Die Ärzte;Nummus cecidit;Menschenbong;weed
Die Ärzte;Nummus cecidit;Menschenbong;marijuana
Die Ärzte;Nummus cecidit;Nie wieder Stereo, nie mehr High Fidelity!;alcohol
Die Ärzte;Planet Punk;Die Banane;alcohol
Die Ärzte;Planet Punk;Die Banane;wine
Die Ärzte;Planet Punk;Die Banane;beer
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;alcohol
Die Ärzte;Planet Punk;Super drei;crack
Die Ärzte;Planet Punk;Trick 17 m. S.;alcohol
Die Ärzte;Planet Punk;Vermissen, Baby;beer
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;beer
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;weed
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Geld;weed
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Herrliche Jahre;alcohol
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Las Vegas;alcohol
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Manchmal haben Frauen …;alcohol
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Manchmal haben Frauen …;beer
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;1000 Nadeln;pills
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Fünf vor zwölf;alcohol
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Hip Hop Bommi Bop (Tap Into America-Mix);alcohol
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Hip Hop Bommi Bop (Tap Into America-Mix);beer
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Opel-Gang (Trucking-Mix);beer
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Opel-Gang (Trucking-Mix);alcohol
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Schönen Gruß, auf Wiederseh’n;alcohol
Die Toten Hosen;125 Jahre Die Toten Hosen: Auf dem Kreuzzug ins Glück;Streichholzmann;alcohol
Die Toten Hosen;Auswärtsspiel;Amanita Phalloides;alcohol
Die Toten Hosen;Auswärtsspiel;Cokane in My Brain;cocaine
Die Toten Hosen;Auswärtsspiel;Kein Alkohol (ist auch keine Lösung)!;alcohol
Die Toten Hosen;Auswärtsspiel;Venceremos – Wir werden siegen;beer
Die Toten Hosen;Auswärtsspiel;Was zählt;alcohol
Die Toten Hosen;Ballast der Republik;Altes Fieber;alcohol
Die Toten Hosen;Ballast der Republik;Ballast der Republik;beer
Die Toten Hosen;Ballast der Republik;Traurig einen Sommer lang;alcohol
Die Toten Hosen;Ballast der Republik;Traurig einen Sommer lang;acid
Die Toten Hosen;Ballast der Republik;Vogelfrei;alcohol
Die Toten Hosen;Ballast der Republik;Zwei Drittel Liebe;alcohol
Die Toten Hosen;Ballast der Republik;Zwei Drittel Liebe;whiskey
Die Toten Hosen;Crash Landing;Disneyland;alcohol
Die Toten Hosen;Crash Landing;I Am the Walrus;smoking
Die Toten Hosen;Crash Landing;No Escape;drugs
Die Toten Hosen;Damenwahl;Bis zum bitteren Ende;beer
Die Toten Hosen;Damenwahl;Bis zum bitteren Ende;alcohol
Die Toten Hosen;Damenwahl;Das Altbierlied;alcohol
Die Toten Hosen;Damenwahl;Das Altbierlied;beer
Die Toten Hosen;Damenwahl;Verflucht, verdammt, gebrandmarkt;alcohol
Die Toten Hosen;Damenwahl;Verflucht, verdammt, gebrandmarkt;weed
Die Toten Hosen;Damenwahl;Verschwende deine Zeit;alcohol
Die Toten Hosen;Damenwahl;Verschwende deine Zeit;weed
Die Toten Hosen;Damenwahl;Wort zum Sonntag;alcohol
Die Toten Hosen;Ein kleines bisschen Horrorschau;Mehr davon;speed
Die Toten Hosen;Ein kleines bisschen Horrorschau;Mehr davon;alcohol
Die Toten Hosen;Ein kleines bisschen Horrorschau;Zahltag;alcohol
Die Toten Hosen;In aller Stille;Strom (Video);weed
Die Toten Hosen;In aller Stille;Strom (Video);marijuana
Die Toten Hosen;In aller Stille;Strom (Video);cocaine
Die Toten Hosen;In aller Stille;Strom (Video);heroin
Die Toten Hosen;In aller Stille;Strom (Video);meth
Die Toten Hosen;In aller Stille;Strom (Video);lsd
Die Toten Hosen;In aller Stille;Strom (Video);ecstasy
Die Toten Hosen;In aller Stille;Strom (Video);pills
Die Toten Hosen;In aller Stille;Strom (Video);nicotine
Die Toten Hosen;In aller Stille;Strom (Video);cigarettes
Die Toten Hosen;Kauf MICH!;Hot‐Clip‐Video‐Club;alcohol
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);alcohol
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);weed
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);marijuana
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);cocaine
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);pills
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);nicotine
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);cigarettes
Die Toten Hosen;La hermandad: En el principio fue el ruido;Friss oder stirb (remix);whiskey
Die Toten Hosen;La hermandad: En el principio fue el ruido;Uno, dos ultraviolento;weed
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);alcohol
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);weed
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);marijuana
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);cocaine
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);heroin
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);pills
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);nicotine
Die Toten Hosen;La hermandad: En el principio fue el ruido;Weißes Rauschen (remix);cigarettes
Die Toten Hosen;Laune der Natur;Alles mit nach Hause;cocaine
Die Toten Hosen;Laune der Natur;Alles mit nach Hause;marijuana
Die Toten Hosen;Laune der Natur;Energie;alcohol
Die Toten Hosen;Laune der Natur;Urknall;beer
Die Toten Hosen;Laune der Natur;Urknall;alcohol
Die Toten Hosen;Laune der Natur;Wie viele Jahre (Hasta La Muerte);alcohol
Die Toten Hosen;Learning English: Lesson 1;Carnival in Rio (Punk Was);beer
Die Toten Hosen;Learning English: Lesson 1;Do You Remember;alcohol
Die Toten Hosen;Learning English: Lesson 1;Right to Work;alcohol
Die Toten Hosen;Learning English: Lesson 1;Right to Work;drugs
Die Toten Hosen;Learning English: Lesson 1;Step Five;alcohol
Die Toten Hosen;Learning English: Lesson 1;Step Five;nicotine
Die Toten Hosen;Learning English: Lesson 2;Step 3: How about a Knuckle-Sandwich?;beer
Die Toten Hosen;Learning English: Lesson 2;Viva La Revolution (mit Monkey & Pete);wine
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Babylon's Burning;heroin
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);One Chord Wonders;alcohol
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;alcohol
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;wine
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);The Modern World;beer
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);Thinking of the USA;whiskey
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;alcohol
Die Toten Hosen;Learning English: The Learner's Workbook (Grammar And Drill);We Make a Noise;weed
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;beer
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Die Sauerkrautpolka;alcohol
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Itsy Bitsy Teenie Weenie Honolulu‐Strand‐Bikini;beer
Die Toten Hosen;Never Mind the Hosen Here’s Die Roten Rosen (aus Düsseldorf);Zwei Mädchen aus Germany;alcohol
Die Toten Hosen;Opel-Gang;Bis zum bitteren Ende;beer
Die Toten Hosen;Opel-Gang;Bis zum bitteren Ende;alcohol
Die Toten Hosen;Opel-Gang;Kontakthof;alcohol
Die Toten Hosen;Opel-Gang;Modestadt Düsseldorf;weed
Die Toten Hosen;Opel-Gang;Modestadt Düsseldorf;alcohol
Die Toten Hosen;Opel-Gang;Opel-Gang;beer
Die Toten Hosen;Opel-Gang;Sommernachtstraum;alcohol
Die Toten Hosen;Opium fürs Volk;Der Froschkönig;alcohol
Die Toten Hosen;Opium fürs Volk;Und wir leben;weed
Die Toten Hosen;Opium fürs Volk;Und wir leben;alcohol
Die Toten Hosen;Opium fürs Volk;Viva la Revolution;alcohol
