band;album;song;source;word;count;aggregated_word
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Punkbabies;llm;shit;;shit
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;bitch;;bitch
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;fuck;;fuck
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;crap;;shit
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;damn;;damn
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;hell;;damn
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;shit;;shit
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;cunt;;asshole
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;bastard;;bastard
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;asshole;;asshole
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;llm;motherfucker;;fuck
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rockabilly War;llm;scheiße;;shit
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;llm;bumsen;;other
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;llm;vögeln;;sexual
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;llm;ficken;;fuck
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;That’s Punkrock;llm;fuck;;fuck
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;West Berlin;static;ass;1;asshole
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;static;ass;1;asshole
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;static;jeb;1;fuck
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;llm;shit;;shit
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;llm;damn;;damn
Die Ärzte;auch;Angekumpelt;static;ass;2;asshole
Die Ärzte;auch;Bettmagnet;static;ass;3;asshole
Die Ärzte;auch;Bettmagnet;llm;verdammter;;damn
Die Ärzte;auch;Bettmagnet;llm;gottverdammter;;damn
Die Ärzte;auch;Cpt. Metal;static;ass;2;asshole
Die Ärzte;auch;Das darfst du;static;ass;5;asshole
Die Ärzte;auch;Das finde ich gut;static;ass;2;asshole
Die Ärzte;auch;Die Hard;static;sra;2;shit
Die Ärzte;auch;Die Hard;llm;Arschgeweih;;asshole
Die Ärzte;auch;Fiasko;static;ass;1;asshole
Die Ärzte;auch;Freundschaft ist Kunst;static;ass;1;asshole
Die Ärzte;auch;Freundschaft ist Kunst;llm;dumm;;other
Die Ärzte;auch;Freundschaft ist Kunst;llm;arrogant;;hate_conflict
Die Ärzte;auch;Ist das noch Punkrock?;static;ass;2;asshole
Die Ärzte;auch;Ist das noch Punkrock?;llm;fuck;;fuck
Die Ärzte;auch;M&F;static;ass;1;asshole
Die Ärzte;auch;Miststück;llm;miststück;;bitch
Die Ärzte;auch;TCR;static;ass;1;asshole
Die Ärzte;auch;TCR;static;pic;1;asshole
Die Ärzte;auch;TCR;llm;gottverdammte;;damn
Die Ärzte;auch;Tamagotchi;static;ass;2;asshole
Die Ärzte;auch;Waldspaziergang mit Folgen;static;ass;3;asshole
Die Ärzte;auch;zeiDverschwÄndung;static;ass;1;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Bitte bitte;static;ass;29;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Blumen;static;dick;6;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Blumen;static;ass;1;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;static;dick;2;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;llm;bitch;;bitch
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;llm;shit;;shit
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;llm;fuck;;fuck
Die Ärzte;Das ist nicht die ganze Wahrheit…;Gute Zeit;static;ass;1;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Ich will dich;static;ass;1;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Komm zurück;static;ass;2;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Ohne dich;llm;hölle;;damn
Die Ärzte;Das ist nicht die ganze Wahrheit…;Siegerin;static;ass;1;asshole
Die Ärzte;Das ist nicht die ganze Wahrheit…;Siegerin;llm;monster;;hate_conflict
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;llm;fuck;;fuck
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;llm;cunt;;asshole
Die Ärzte;Debil;Claudia hat ’nen Schäferhund;static;ass;1;asshole
Die Ärzte;Debil;Claudia hat ’nen Schäferhund;static;debil;1;bastard
Die Ärzte;Debil;El Cattivo;llm;fuck;;fuck
Die Ärzte;Debil;El Cattivo;llm;shit;;shit
Die Ärzte;Debil;Mädchen;static;ass;1;asshole
Die Ärzte;Debil;Mädchen;llm;Au!;;other
Die Ärzte;Debil;Micha;static;ass;2;asshole
Die Ärzte;Debil;Micha;llm;tierisch;;other
Die Ärzte;Debil;Mr. Sexpistols;static;pic;1;asshole
Die Ärzte;Debil;Mr. Sexpistols;llm;dumme alte Kuh;;other
Die Ärzte;Debil;Paul;static;ass;2;asshole
Die Ärzte;Debil;Paul;static;debil;1;bastard
Die Ärzte;Debil;Roter Minirock;static;ass;7;asshole
Die Ärzte;Debil;Scheißtyp;static;ass;3;asshole
Die Ärzte;Debil;Scheißtyp;llm;scheißtyp;;shit
Die Ärzte;Debil;Zu spät;static;ass;2;asshole
Die Ärzte;Debil;Zu spät;static;debil;1;bastard
Die Ärzte;Die Ärzte;Alleine in der Nacht;static;ass;3;asshole
Die Ärzte;Die Ärzte;Geschwisterliebe;static;ass;3;asshole
Die Ärzte;Die Ärzte;Geschwisterliebe;llm;fuck;;fuck
Die Ärzte;Die Ärzte;Geschwisterliebe;llm;shit;;shit
Die Ärzte;Die Ärzte;Ist das alles?;static;ass;1;asshole
Die Ärzte;Die Ärzte;Jenseits von Eden;static;ass;2;asshole
Die Ärzte;Die Ärzte;Mysteryland;static;ass;1;asshole
Die Ärzte;Die Ärzte;Wie am ersten Tag;static;ass;10;asshole
Die Ärzte;Die Ärzte;Wir werden schön;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Deutschrockgirl;llm;Arschfick;;fuck
Die Ärzte;Die Bestie in Menschengestalt;Die Allerschürfste;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Die Allerschürfste;llm;bitch;;bitch
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;static;piss;2;other
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;llm;fuck;;fuck
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;llm;shit;;shit
Die Ärzte;Die Bestie in Menschengestalt;Friedenspanzer;static;ass;4;asshole
Die Ärzte;Die Bestie in Menschengestalt;Für uns;static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;llm;Mutterficker;;fuck
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;llm;Drecksau;;other
Die Ärzte;Die Bestie in Menschengestalt;Hey Huh (in Scheiben);static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;Hey Huh (in Scheiben);llm;Idiot;;idiot
Die Ärzte;Die Bestie in Menschengestalt;Kopfüber in die Hölle;static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;Kopfüber in die Hölle;llm;kotzt;;other
Die Ärzte;Die Bestie in Menschengestalt;Lieber Tee;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Mach die Augen zu;static;ass;4;asshole
Die Ärzte;Die Bestie in Menschengestalt;Mit dem Schwert nach Polen, warum René?;static;hell;1;damn
Die Ärzte;Die Bestie in Menschengestalt;Mit dem Schwert nach Polen, warum René?;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Mit dem Schwert nach Polen, warum René?;llm;damn;;damn
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;llm;shit;;shit
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;llm;fuck;;fuck
Die Ärzte;Die Bestie in Menschengestalt;Quark;static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;Quark;llm;Quark;;other
Die Ärzte;Die Bestie in Menschengestalt;Schrei nach Liebe;static;ass;2;asshole
Die Ärzte;Die Bestie in Menschengestalt;Schrei nach Liebe;llm;Arschloch;;asshole
Die Ärzte;Die Bestie in Menschengestalt;Wenn es Abend wird;static;ass;1;asshole
Die Ärzte;Die Bestie in Menschengestalt;Wenn es Abend wird;static;dick;1;asshole
Die Ärzte;Dunkel;Anastasia;static;ass;6;asshole
Die Ärzte;Dunkel;Anastasia;llm;Eier;;other
Die Ärzte;Dunkel;Besser;static;hell;1;damn
Die Ärzte;Dunkel;Besser;llm;Henker;;other
Die Ärzte;Dunkel;Danach;static;ass;5;asshole
Die Ärzte;Dunkel;Doof;static;shit;1;shit
Die Ärzte;Dunkel;Doof;static;ass;2;asshole
Die Ärzte;Dunkel;Doof;llm;bullshit;;shit
Die Ärzte;Dunkel;Dunkel;static;hell;4;damn
Die Ärzte;Dunkel;Dunkel;static;ass;1;asshole
Die Ärzte;Dunkel;Erhaben;static;ass;3;asshole
Die Ärzte;Dunkel;KFM;llm;motherfucker;;fuck
Die Ärzte;Dunkel;Kraft;static;ass;3;asshole
Die Ärzte;Dunkel;Menschen;llm; arschloch;;asshole
Die Ärzte;Dunkel;Menschen;llm;fuck;;fuck
Die Ärzte;Dunkel;Nachmittag;static;ass;4;asshole
Die Ärzte;Dunkel;Our Bass Player Hates This Song;static;ass;4;asshole
Die Ärzte;Dunkel;Our Bass Player Hates This Song;llm;puta;;bitch
Die Ärzte;Dunkel;Our Bass Player Hates This Song;llm;gilipollas;;bastard
Die Ärzte;Dunkel;Schrei;static;ass;2;asshole
Die Ärzte;Dunkel;Schrei;llm;arschloch;;asshole
Die Ärzte;Dunkel;Schweigen;static;ass;3;asshole
Die Ärzte;Dunkel;Tristesse;static;ass;2;asshole
Die Ärzte;Dunkel;Wissen;static;ass;2;asshole
Die Ärzte;Geräusch;Als ich den Punk erfand ...;static;cunt;1;asshole
Die Ärzte;Geräusch;Als ich den Punk erfand ...;static;ass;1;asshole
Die Ärzte;Geräusch;Als ich den Punk erfand ...;llm;cunt;;asshole
Die Ärzte;Geräusch;Anders als beim letzten Mal;static;ass;12;asshole
Die Ärzte;Geräusch;Anders als beim letzten Mal;llm;beschissen;;other
Die Ärzte;Geräusch;Anti-Zombie;llm;Dummköpfe;;other
Die Ärzte;Geräusch;Besserwisserboy;static;hell;1;damn
Die Ärzte;Geräusch;Besserwisserboy;llm;Henker;;other
Die Ärzte;Geräusch;Deine Schuld;static;ass;12;asshole
Die Ärzte;Geräusch;Der Grund;static;ass;1;asshole
Die Ärzte;Geräusch;Der Tag;static;ass;1;asshole
Die Ärzte;Geräusch;Der Tag;llm;Zicke;;bitch
Die Ärzte;Geräusch;Der Tag;llm;Nervensäge;;other
Die Ärzte;Geräusch;Die klügsten Männer der Welt;static;hell;2;damn
Die Ärzte;Geräusch;Die klügsten Männer der Welt;static;ass;1;asshole
Die Ärzte;Geräusch;Dinge von denen;static;ass;5;asshole
Die Ärzte;Geräusch;Dinge von denen;llm;shit;;shit
Die Ärzte;Geräusch;Ein Mann;static;ass;1;asshole
Die Ärzte;Geräusch;Geisterhaus;static;ass;1;asshole
Die Ärzte;Geräusch;Jag älskar Sverige!;static;ass;2;asshole
Die Ärzte;Geräusch;Jag älskar Sverige!;llm;damn;;damn
Die Ärzte;Geräusch;NichtWissen;static;ass;3;asshole
Die Ärzte;Geräusch;Nichts in der Welt;static;ass;5;asshole
Die Ärzte;Geräusch;Piercing;llm;damn;;damn
Die Ärzte;Geräusch;Piercing;llm;hell;;damn
Die Ärzte;Geräusch;Richtig schön evil;static;ass;7;asshole
Die Ärzte;Geräusch;Richtig schön evil;static;jeb;1;fuck
Die Ärzte;Geräusch;Richtig schön evil;llm;dixie;;other
Die Ärzte;Geräusch;Richtig schön evil;llm;klo;;other
Die Ärzte;Geräusch;Richtig schön evil;llm;galgenvogel;;other
Die Ärzte;Geräusch;Ruhig angehn;static;ass;4;asshole
Die Ärzte;Geräusch;Schneller leben;static;ass;1;asshole
Die Ärzte;Geräusch;Schneller leben;static;dick;1;asshole
Die Ärzte;Geräusch;System;static;ass;3;asshole
Die Ärzte;Geräusch;T-Error;llm;Stück;;other
Die Ärzte;Geräusch;T-Error;llm;Schweine;;other
Die Ärzte;Geräusch;Unrockbar;static;ass;1;asshole
Die Ärzte;Geräusch;Unrockbar;llm;shit;;shit
Die Ärzte;Geräusch;Unrockbar;llm;damn;;damn
Die Ärzte;Geräusch;WAMMW;static;ass;2;asshole
Die Ärzte;Hell;Achtung: Bielefeld;static;ass;5;asshole
Die Ärzte;Hell;Alle auf Brille;static;ass;3;asshole
Die Ärzte;Hell;Alle auf Brille;static;cunt;6;asshole
Die Ärzte;Hell;Alle auf Brille;static;dick;1;asshole
Die Ärzte;Hell;Alle auf Brille;llm;cunts;;asshole
Die Ärzte;Hell;Alle auf Brille;llm;damn;;damn
Die Ärzte;Hell;Alle auf Brille;llm;fucking;;fuck
Die Ärzte;Hell;Clown aus dem Hospiz;static;ass;3;asshole
Die Ärzte;Hell;Das letzte Lied des Sommers;static;ass;1;asshole
Die Ärzte;Hell;Einmal ein Bier;static;ass;4;asshole
Die Ärzte;Hell;Ich, am Strand;static;pic;1;asshole
Die Ärzte;Hell;Ich, am Strand;llm;shit;;shit
Die Ärzte;Hell;Ich, am Strand;llm;damn;;damn
Die Ärzte;Hell;Leben vor dem Tod;static;ass;1;asshole
Die Ärzte;Hell;Liebe gegen Rechts;static;ass;1;asshole
Die Ärzte;Hell;Liebe gegen Rechts;static;sra;1;shit
Die Ärzte;Hell;Morgens pauken;static;ass;3;asshole
Die Ärzte;Hell;Morgens pauken;llm;damn;;damn
Die Ärzte;Hell;Plan B;static;ass;2;asshole
Die Ärzte;Hell;Plan B;static;fuck;1;fuck
Die Ärzte;Hell;Plan B;llm;fuck;;fuck
Die Ärzte;Hell;Thor;static;ass;1;asshole
Die Ärzte;Hell;Thor;llm;fuck;;fuck
Die Ärzte;Hell;Thor;llm;shit;;shit
Die Ärzte;Hell;True Romance;static;ass;2;asshole
Die Ärzte;Hell;True Romance;llm;scheiße;;shit
Die Ärzte;Hell;True Romance;llm;bitch;;bitch
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;static;ass;5;asshole
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;llm;shit;;shit
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;llm;damn;;damn
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;llm;hell;;damn
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;llm;cunt;;asshole
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;llm;motherfucker;;fuck
Die Ärzte;Hell;Wer verliert, hat schon verloren;static;ass;2;asshole
Die Ärzte;Hell;Woodburger;static;ass;1;asshole
Die Ärzte;Hell;Woodburger;llm;Arsch;;asshole
Die Ärzte;Hell;Woodburger;llm;Arschlöcher;;asshole
Die Ärzte;Im Schatten der Ärzte;… und es regnet;static;ass;1;asshole
Die Ärzte;Im Schatten der Ärzte;Alles;static;ass;3;asshole
Die Ärzte;Im Schatten der Ärzte;Die Antwort bist Du;static;ass;2;asshole
Die Ärzte;Im Schatten der Ärzte;Du willst mich küssen;static;ass;2;asshole
Die Ärzte;Im Schatten der Ärzte;Du willst mich küssen;static;sra;1;shit
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);static;piss;1;other
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);llm;fuck;;fuck
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);llm;shit;;shit
Die Ärzte;Im Schatten der Ärzte;Rennen nicht laufen!;static;ass;1;asshole
Die Ärzte;Im Schatten der Ärzte;Wegen dir;static;ass;2;asshole
Die Ärzte;Im Schatten der Ärzte;„Was hat der Junge doch für Nerven“;static;ass;1;asshole
Die Ärzte;Im Schatten der Ärzte;„Was hat der Junge doch für Nerven“;static;pic;1;asshole
Die Ärzte;Jazz ist anders (Economy);14:53;static;ass;42;asshole
Die Ärzte;Jazz ist anders (Economy);14:53;static;hell;4;damn
Die Ärzte;Jazz ist anders (Economy);14:53;static;sra;1;shit
Die Ärzte;Jazz ist anders (Economy);14:53;static;pic;7;asshole
Die Ärzte;Jazz ist anders (Economy);Brei;static;ass;1;asshole
Die Ärzte;Jazz ist anders (Economy);Himmelbett;static;dick;3;asshole
Die Ärzte;Jazz ist anders (Economy);Himmelbett;llm;bitch;;bitch
Die Ärzte;Jazz ist anders (Economy);I Can’t Get No Satisfaction;static;ass;57;asshole
Die Ärzte;Jazz ist anders (Economy);I Can’t Get No Satisfaction;static;bastard;1;bastard
Die Ärzte;Jazz ist anders (Economy);I Can’t Get No Satisfaction;static;pic;12;asshole
Die Ärzte;Jazz ist anders (Economy);Nur einen Gruss;static;ass;3;asshole
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;static;ass;51;asshole
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;static;hell;7;damn
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;static;dick;3;asshole
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;static;sra;3;shit
Die Ärzte;Le Frisur;3-Tage-Bart;static;dick;1;asshole
Die Ärzte;Le Frisur;Haar;static;ass;3;asshole
Die Ärzte;Le Frisur;Look, Don’t Touch;static;ass;3;asshole
Die Ärzte;Le Frisur;Mein Baby war beim Frisör;static;ass;1;asshole
Die Ärzte;Le Frisur;Mein Baby war beim Frisör;llm;knoten;;other
Die Ärzte;Le Frisur;Mein Baby war beim Frisör;llm;kotzen;;other
Die Ärzte;Le Frisur;Motherfucker 666;llm;fuck;;fuck
Die Ärzte;Le Frisur;Motherfucker 666;llm;shit;;shit
Die Ärzte;Le Frisur;Motherfucker 666;llm;motherfucker;;fuck
Die Ärzte;Le Frisur;Straight Outta Bückeburg;static;ass;3;asshole
Die Ärzte;Le Frisur;Straight Outta Bückeburg;llm;shit;;shit
Die Ärzte;Le Frisur;Vokuhila Superstar;static;ass;3;asshole
Die Ärzte;Le Frisur;Vokuhila Superstar;static;debil;1;bastard
Die Ärzte;Le Frisur;Zusammenfassung;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Abends Skanken;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Abends Skanken;llm;damn;;damn
Die Ärzte;Nummus cecidit;Achtung Billyfeld;static;ass;6;asshole
Die Ärzte;Nummus cecidit;Achtung Billyfeld;llm;Alter;;other
Die Ärzte;Nummus cecidit;Dünkel;static;hell;4;damn
Die Ärzte;Nummus cecidit;Dünkel;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Krafthaut;static;piss;1;other
Die Ärzte;Nummus cecidit;Krafthaut;llm;egal;;other
Die Ärzte;Nummus cecidit;Leben vor dem Ska;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Menschenbong;llm;Arschloch;;asshole
Die Ärzte;Nummus cecidit;Rub-A-Dub-Schrei;static;ass;2;asshole
Die Ärzte;Nummus cecidit;Rub-A-Dub-Schrei;llm;damn;;damn
Die Ärzte;Nummus cecidit;Warum bricht niemand diesen Gitarristen?;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Warum bricht niemand diesen Gitarristen?;llm;dämlich;;other
Die Ärzte;Nummus cecidit;Warum bricht niemand diesen Gitarristen?;llm;blöde;;other
Die Ärzte;Nummus cecidit;Woodburger Me Tender;static;ass;1;asshole
Die Ärzte;Nummus cecidit;Woodburger Me Tender;llm;Arschlöcher;;asshole
Die Ärzte;Nummus cecidit;Woodburger Me Tender;llm;Hölle;;damn
Die Ärzte;Nummus cecidit;Woodburger Me Tender;llm;Arsch;;asshole
Die Ärzte;Planet Punk;B.S.L.;static;dick;6;asshole
Die Ärzte;Planet Punk;B.S.L.;static;ass;1;asshole
Die Ärzte;Planet Punk;Der Misanthrop;static;ass;2;asshole
Die Ärzte;Planet Punk;Der Misanthrop;llm;scheißegal;;shit
Die Ärzte;Planet Punk;Die Banane;static;ass;3;asshole
Die Ärzte;Planet Punk;Die Banane;llm;scheiß;;shit
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;static;ass;2;asshole
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;llm;Suff;;other
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;llm;Dreck;;other
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;llm;Abschaum;;hate_conflict
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;llm;Pardon;;other
Die Ärzte;Planet Punk;Geh mit mir;static;ass;2;asshole
Die Ärzte;Planet Punk;Hurra;static;ass;1;asshole
Die Ärzte;Planet Punk;Langweilig;static;ass;4;asshole
Die Ärzte;Planet Punk;Langweilig;llm;scheiße;;shit
Die Ärzte;Planet Punk;Mein Freund Michael;static;ass;3;asshole
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);static;ass;7;asshole
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);llm;scheiß;;shit
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);llm;verdammt;;damn
Die Ärzte;Planet Punk;Red mit mir;static;ass;3;asshole
Die Ärzte;Planet Punk;Schunder‐Song;llm;fuck;;fuck
Die Ärzte;Planet Punk;Schunder‐Song;llm;shit;;shit
Die Ärzte;Planet Punk;Super drei;static;ass;1;asshole
Die Ärzte;Planet Punk;Super drei;static;dick;1;asshole
Die Ärzte;Planet Punk;Super drei;llm;scheiße;;shit
Die Ärzte;Planet Punk;Trick 17 m. S.;static;ass;1;asshole
Die Ärzte;Planet Punk;Vermissen, Baby;static;ass;6;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Alles so einfach;static;ass;2;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Baby;static;ass;8;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Baby;static;dick;2;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Baby;llm;Arschkriecherei;;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Der Optimist;static;ass;3;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Dir;static;hell;1;damn
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;static;ass;1;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;llm;fuck;;fuck
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Geld;static;ass;1;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Gib mir Zeit;static;ass;6;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Herrliche Jahre;static;ass;5;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Herrliche Jahre;llm;verdammte;;damn
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Las Vegas;static;ass;1;asshole
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Las Vegas;llm;verdammt;;damn
