band;album;song;emotion
Tři sestry;Platinum Collection;Tam na Gvajaně;loneliness
Tři sestry;Platinum Collection;Toy Dollz;joy
Tři sestry;Platinum Collection;Toy Dollz;aggression
Tři sestry;Platinum Collection;Tramvaj;sadness
Tři sestry;Platinum Collection;Tramvaj;nostalgia
Tři sestry;Platinum Collection;Tramvaj;frustration
Tři sestry;Platinum Collection;Venda;confidence
Tři sestry;Platinum Collection;Venda;frustration
Tři sestry;Platinum Collection;Venda;hopelessness
Tři sestry;Platinum Collection;Ventilek;frustration
Tři sestry;Platinum Collection;Ventilek;irony
Tři sestry;Platinum Collection;Ventilek;sadness
Tři sestry;Platinum Collection;Zelená;anger
Tři sestry;Platinum Collection;Zelená;frustration
Tři sestry;Platinum Collection;Zelená;hopelessness
Tři sestry;Platinum Collection;Život je takovej;frustration
Tři sestry;Platinum Collection;Život je takovej;hopelessness
Tři sestry;Platinum Collection;Život je takovej;aggression
Tři sestry;Platinum Collection;Život je takovej;sadness
Tři sestry;Platinum Collection;Ztráta imunity;anger
Tři sestry;Platinum Collection;Ztráta imunity;frustration
Tři sestry;Platinum Collection;Ztráta imunity;sadness
Tři sestry;Průša se vrací;'63;sadness
Tři sestry;Průša se vrací;'63;fear
Tři sestry;Průša se vrací;'63;hopelessness
Tři sestry;Průša se vrací;'63;frustration
Tři sestry;Průša se vrací;Ave Bráník;boredom
Tři sestry;Průša se vrací;Ave Bráník;nostalgia
Tři sestry;Průša se vrací;Ave Bráník;frustration
Tři sestry;Průša se vrací;Básník;confidence
Tři sestry;Průša se vrací;Básník;nostalgia
Tři sestry;Průša se vrací;Básník;hopelessness
Tři sestry;Průša se vrací;Běž;frustration
Tři sestry;Průša se vrací;Běž;anger
Tři sestry;Průša se vrací;Běž;hopelessness
Tři sestry;Průša se vrací;Celej život před sebou;frustration
Tři sestry;Průša se vrací;Celej život před sebou;hopelessness
Tři sestry;Průša se vrací;Divadlo a světla;frustration
Tři sestry;Průša se vrací;Divadlo a světla;sarcasm
Tři sestry;Průša se vrací;Divadlo a světla;confidence
Tři sestry;Průša se vrací;Do Sester!;joy
Tři sestry;Průša se vrací;Do Sester!;confidence
Tři sestry;Průša se vrací;Krabička;joy
Tři sestry;Průša se vrací;Krabička;frustration
Tři sestry;Průša se vrací;Kunratice;nostalgia
Tři sestry;Průša se vrací;Kunratice;joy
Tři sestry;Průša se vrací;Kytara;anger
Tři sestry;Průša se vrací;Kytara;frustration
Tři sestry;Průša se vrací;Kytara;confidence
Tři sestry;Průša se vrací;Kytara;aggression
Tři sestry;Průša se vrací;Pohádka;anger
Tři sestry;Průša se vrací;Pohádka;frustration
Tři sestry;Průša se vrací;Pohádka;sarcasm
Tři sestry;Průša se vrací;Právník;anger
Tři sestry;Průša se vrací;Právník;confidence
Tři sestry;Průša se vrací;Právník;irony
Tři sestry;Průša se vrací;Průša se vrací (part one);confidence
Tři sestry;Průša se vrací;Průša se vrací (part one);irony
Tři sestry;Průša se vrací;Průša se vrací (part two);frustration
Tři sestry;Průša se vrací;Průša se vrací (part two);nostalgia
Tři sestry;Průša se vrací;Rokenrol;anger
Tři sestry;Průša se vrací;Rokenrol;joy
Tři sestry;Průša se vrací;Rokenrol;confidence
Tři sestry;Průša se vrací;Rokenrol;frustration
Tři sestry;Průša se vrací;Sajdkára;anger
Tři sestry;Průša se vrací;Sajdkára;fear
Tři sestry;Průša se vrací;Sajdkára;sadness
Tři sestry;Průša se vrací;Sajdkára;frustration
Tři sestry;Průša se vrací;Soubor kreténů;irony
Tři sestry;Průša se vrací;Soubor kreténů;frustration
Tři sestry;Průša se vrací;Soubor kreténů;confidence
Tři sestry;Průša se vrací;Svatozář;sadness
Tři sestry;Průša se vrací;Svatozář;irony
Tři sestry;Průša se vrací;Svatozář;frustration
Tři sestry;Průša se vrací;Svědek;frustration
Tři sestry;Průša se vrací;Svědek;anger
Tři sestry;Průša se vrací;Svědek;hopelessness
Tři sestry;Průša se vrací;Táta satan;fear
Tři sestry;Průša se vrací;Táta satan;aggression
Tři sestry;Průša se vrací;Táta satan;hopelessness
Tři sestry;Průša se vrací;Voláme peklo;anger
Tři sestry;Průša se vrací;Voláme peklo;hopelessness
Tři sestry;Průša se vrací;Voláme peklo;aggression
Tři sestry;Průša se vrací;Záloha;anger
Tři sestry;Průša se vrací;Záloha;frustration
Tři sestry;Průša se vrací;Záloha;hopelessness
Tři sestry;Průša se vrací;Záloha;aggression
Tři sestry;Průša se vrací + 3x bonus;'63;sadness
Tři sestry;Průša se vrací + 3x bonus;'63;nostalgia
Tři sestry;Průša se vrací + 3x bonus;'63;fear
Tři sestry;Průša se vrací + 3x bonus;'63;frustration
Tři sestry;Průša se vrací + 3x bonus;Ave Bráník;boredom
Tři sestry;Průša se vrací + 3x bonus;Ave Bráník;alienation
Tři sestry;Průša se vrací + 3x bonus;Ave Bráník;irony
Tři sestry;Průša se vrací + 3x bonus;Básník;confidence
Tři sestry;Průša se vrací + 3x bonus;Básník;irony
Tři sestry;Průša se vrací + 3x bonus;Básník;nostalgia
Tři sestry;Průša se vrací + 3x bonus;Běž;anger
Tři sestry;Průša se vrací + 3x bonus;Běž;frustration
Tři sestry;Průša se vrací + 3x bonus;Běž;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Celej život před sebou;resignation
Tři sestry;Průša se vrací + 3x bonus;Celej život před sebou;acceptance
Tři sestry;Průša se vrací + 3x bonus;Celej život před sebou;nostalgia
Tři sestry;Průša se vrací + 3x bonus;Celej život před sebou;melancholy
Tři sestry;Průša se vrací + 3x bonus;Divadlo a světla;joy
Tři sestry;Průša se vrací + 3x bonus;Divadlo a světla;confidence
Tři sestry;Průša se vrací + 3x bonus;Divadlo a světla;sarcasm
Tři sestry;Průša se vrací + 3x bonus;Do Sester!;joy
Tři sestry;Průša se vrací + 3x bonus;Do Sester!;nostalgia
Tři sestry;Průša se vrací + 3x bonus;Do Sester!;confidence
Tři sestry;Průša se vrací + 3x bonus;Holka;anger
Tři sestry;Průša se vrací + 3x bonus;Holka;frustration
Tři sestry;Průša se vrací + 3x bonus;Holka;sadness
Tři sestry;Průša se vrací + 3x bonus;Holka;aggression
Tři sestry;Průša se vrací + 3x bonus;Holka;nostalgia
Tři sestry;Průša se vrací + 3x bonus;Honorář;frustration
Tři sestry;Průša se vrací + 3x bonus;Honorář;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Honorář;sadness
Tři sestry;Průša se vrací + 3x bonus;Honorář;anger
Tři sestry;Průša se vrací + 3x bonus;Kadidlo;frustration
Tři sestry;Průša se vrací + 3x bonus;Kadidlo;irony
Tři sestry;Průša se vrací + 3x bonus;Krabička;joy
Tři sestry;Průša se vrací + 3x bonus;Krabička;frustration
Tři sestry;Průša se vrací + 3x bonus;Krabička;confidence
Tři sestry;Průša se vrací + 3x bonus;Kunratice;nostalgia
Tři sestry;Průša se vrací + 3x bonus;Kunratice;joy
Tři sestry;Průša se vrací + 3x bonus;Kunratice;frustration
Tři sestry;Průša se vrací + 3x bonus;Kytara;anger
Tři sestry;Průša se vrací + 3x bonus;Kytara;frustration
Tři sestry;Průša se vrací + 3x bonus;Kytara;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Kytara;confidence
Tři sestry;Průša se vrací + 3x bonus;Kytara;irony
Tři sestry;Průša se vrací + 3x bonus;Pohádka;anger
Tři sestry;Průša se vrací + 3x bonus;Pohádka;frustration
Tři sestry;Průša se vrací + 3x bonus;Pohádka;sarcasm
Tři sestry;Průša se vrací + 3x bonus;Právník;anger
Tři sestry;Průša se vrací + 3x bonus;Právník;frustration
Tři sestry;Průša se vrací + 3x bonus;Průša se vrací (part one);confidence
Tři sestry;Průša se vrací + 3x bonus;Průša se vrací (part one);irony
Tři sestry;Průša se vrací + 3x bonus;Průša se vrací (part two);frustration
Tři sestry;Průša se vrací + 3x bonus;Rokenrol;joy
Tři sestry;Průša se vrací + 3x bonus;Rokenrol;confidence
Tři sestry;Průša se vrací + 3x bonus;Rokenrol;aggression
Tři sestry;Průša se vrací + 3x bonus;Sajdkára;sadness
Tři sestry;Průša se vrací + 3x bonus;Sajdkára;fear
Tři sestry;Průša se vrací + 3x bonus;Sajdkára;anger
Tři sestry;Průša se vrací + 3x bonus;Soubor kreténů;irony
Tři sestry;Průša se vrací + 3x bonus;Soubor kreténů;sarcasm
Tři sestry;Průša se vrací + 3x bonus;Soubor kreténů;confidence
Tři sestry;Průša se vrací + 3x bonus;Svatozář;frustration
Tři sestry;Průša se vrací + 3x bonus;Svatozář;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Svatozář;irony
Tři sestry;Průša se vrací + 3x bonus;Svědek;anger
Tři sestry;Průša se vrací + 3x bonus;Svědek;frustration
Tři sestry;Průša se vrací + 3x bonus;Svědek;irony
Tři sestry;Průša se vrací + 3x bonus;Táta satan;fear
Tři sestry;Průša se vrací + 3x bonus;Táta satan;frustration
Tři sestry;Průša se vrací + 3x bonus;Táta satan;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Táta satan;aggression
Tři sestry;Průša se vrací + 3x bonus;Voláme peklo;anger
Tři sestry;Průša se vrací + 3x bonus;Voláme peklo;hopelessness
Tři sestry;Průša se vrací + 3x bonus;Záloha;frustration
Tři sestry;Průša se vrací + 3x bonus;Záloha;anger
Tři sestry;Průša se vrací + 3x bonus;Záloha;hopelessness
Tři sestry;Rarity;A bude mi blbě;sadness
Tři sestry;Rarity;A bude mi blbě;frustration
Tři sestry;Rarity;A bude mi blbě;hopelessness
Tři sestry;Rarity;A bude mi blbě;irony
Tři sestry;Rarity;Brouk;frustration
Tři sestry;Rarity;Brouk;hopelessness
Tři sestry;Rarity;Brouk;sadness
Tři sestry;Rarity;Divný stavy;frustration
Tři sestry;Rarity;Divný stavy;hopelessness
Tři sestry;Rarity;Divný stavy;loneliness
Tři sestry;Rarity;Divný stavy;aggression
Tři sestry;Rarity;Drutěva;sadness
Tři sestry;Rarity;Drutěva;hopelessness
Tři sestry;Rarity;Drutěva;frustration
Tři sestry;Rarity;Francouzská;joy
Tři sestry;Rarity;Francouzská;frustration
Tři sestry;Rarity;Had Stupid;anger
Tři sestry;Rarity;Had Stupid;frustration
Tři sestry;Rarity;Jim Morisson;joy
Tři sestry;Rarity;Jim Morisson;sarcasm
Tři sestry;Rarity;Jim Morisson;frustration
Tři sestry;Rarity;Kata pult;anger
Tři sestry;Rarity;Kata pult;frustration
Tři sestry;Rarity;Kata pult;irony
Tři sestry;Rarity;Kata pult;sarcasm
Tři sestry;Rarity;Kovárna;resignation
Tři sestry;Rarity;Kovárna;boredom
Tři sestry;Rarity;Kovárna;acceptance
Tři sestry;Rarity;Kovárna II.;joy
Tři sestry;Rarity;Metalice;frustration
Tři sestry;Rarity;Metalice;aggression
Tři sestry;Rarity;Metalice;irony
Tři sestry;Rarity;Nechci do ústavu;anger
Tři sestry;Rarity;Nechci do ústavu;frustration
Tři sestry;Rarity;Nechci do ústavu;hopelessness
Tři sestry;Rarity;Sbírejte léčivé byliny;nostalgia
Tři sestry;Rarity;Sbírejte léčivé byliny;sadness
Tři sestry;Rarity;Sbírejte léčivé byliny;joy
Tři sestry;Soubor kreténů;Atol Bikiny;frustration
Tři sestry;Soubor kreténů;Atol Bikiny;irony
Tři sestry;Soubor kreténů;Atol Bikiny;sadness
Tři sestry;Soubor kreténů;Červený boty;sadness
Tři sestry;Soubor kreténů;Červený boty;anger
Tři sestry;Soubor kreténů;Červený boty;alienation
Tři sestry;Soubor kreténů;Eliška;joy
Tři sestry;Soubor kreténů;Eliška;frustration
Tři sestry;Soubor kreténů;Eliška;irony
Tři sestry;Soubor kreténů;EMI;irony
Tři sestry;Soubor kreténů;EMI;sarcasm
Tři sestry;Soubor kreténů;EMI;fear
Tři sestry;Soubor kreténů;EMI;aggression
Tři sestry;Soubor kreténů;EMI;frustration
Tři sestry;Soubor kreténů;Jirka Deváté;joy
Tři sestry;Soubor kreténů;Jirka Deváté;confidence
Tři sestry;Soubor kreténů;Jirka Deváté;irony
Tři sestry;Soubor kreténů;Karásek;frustration
Tři sestry;Soubor kreténů;Karásek;irony
Tři sestry;Soubor kreténů;Karásek;sadness
Tři sestry;Soubor kreténů;Krakonoše;frustration
Tři sestry;Soubor kreténů;Krakonoše;joy
Tři sestry;Soubor kreténů;Krakonoše;irony
Tři sestry;Soubor kreténů;Král Šumavy;anger
Tři sestry;Soubor kreténů;Král Šumavy;frustration
Tři sestry;Soubor kreténů;Král Šumavy;irony
Tři sestry;Soubor kreténů;Malá nehoda;fear
Tři sestry;Soubor kreténů;Malá nehoda;anger
Tři sestry;Soubor kreténů;Malá nehoda;hopelessness
Tři sestry;Soubor kreténů;Malá nehoda;irony
Tři sestry;Soubor kreténů;Mexiko;anger
Tři sestry;Soubor kreténů;Mexiko;frustration
Tři sestry;Soubor kreténů;Mexiko;aggression
Tři sestry;Soubor kreténů;Na srazu;aggression
Tři sestry;Soubor kreténů;Na srazu;frustration
Tři sestry;Soubor kreténů;Na srazu;joy
Tři sestry;Soubor kreténů;Něco se změnilo;hope
Tři sestry;Soubor kreténů;Něco se změnilo;determination
Tři sestry;Soubor kreténů;Něco se změnilo;relief
Tři sestry;Soubor kreténů;Tam na Gvajaně;frustration
Tři sestry;Soubor kreténů;Tam na Gvajaně;sadness
Tři sestry;Soubor kreténů;Tam na Gvajaně;anger
Tři sestry;Soubor kreténů;Venda;joy
Tři sestry;Soubor kreténů;Venda;confidence
Tři sestry;Soubor kreténů;Venda;frustration
Tři sestry;Soubor kreténů;Ventilek;frustration
Tři sestry;Soubor kreténů;Ventilek;sadness
Tři sestry;Soubor kreténů;Ventilek;irony
Tři sestry;Soubor kreténů;Visení;sadness
Tři sestry;Soubor kreténů;Visení;hopelessness
Tři sestry;Soubor kreténů;Visení;fear
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Gel na prdel;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Gel na prdel;aggression
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Krysy snad ji lapnou;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Krysy snad ji lapnou;sadness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Krysy snad ji lapnou;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Krysy snad ji lapnou;fear
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Krysy snad ji lapnou;hopelessness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Manglovou;sadness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Manglovou;hopelessness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Manglovou;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Možná zejtra přijede president;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Možná zejtra přijede president;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Možná zejtra přijede president;irony
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Možná zejtra přijede president;sarcasm
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Noste pívo celou noc;sadness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Noste pívo celou noc;hopelessness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Noste pívo celou noc;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Noste pívo celou noc;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Policie vaří;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Policie vaří;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Policie vaří;aggression
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Policie vaří;fear
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Rokenról xindl;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Rokenról xindl;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Rokenról xindl;irony
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Smějeme se ve městě;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Smějeme se ve městě;irony
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Smějeme se ve městě;sadness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Stejně mi nedokážou nic;anger
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Stejně mi nedokážou nic;frustration
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Stejně mi nedokážou nic;hopelessness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Stejně mi nedokážou nic;irony
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Viva la rock;joy
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Viva la rock;aggression
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Viva la rock;confidence
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Zlatohnědá;sadness
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Zlatohnědá;nostalgia
Tři sestry;Stará kovárna, aneb konec punku v Čechách;Zlatohnědá;frustration
Tři sestry;Švédská trojka;Aparát;confidence
Tři sestry;Švédská trojka;Aparát;frustration
Tři sestry;Švédská trojka;Aparát;joy
Tři sestry;Švédská trojka;Aparát;aggression
Tři sestry;Švédská trojka;Balada;anger
Tři sestry;Švédská trojka;Balada;frustration
Tři sestry;Švédská trojka;Balada;aggression
Tři sestry;Švédská trojka;Balada;hopelessness
Tři sestry;Švédská trojka;Boule;sadness
Tři sestry;Švédská trojka;Boule;frustration
Tři sestry;Švédská trojka;Boule;hopelessness
Tři sestry;Švédská trojka;Česká hospoda;sadness
Tři sestry;Švédská trojka;Česká hospoda;frustration
Tři sestry;Švédská trojka;Česká hospoda;futility
